,Origin,Destination,COO_COD,dcode,ocode,COO_total,Pct
0,Afghanistan,Turkey,157810,TUR,AFG,333983,0.4725090798034631
1,Afghanistan,Germany,87321,DEU,AFG,333983,0.2614534272702503
2,Afghanistan,Austria,24233,AUT,AFG,333983,0.07255758526631595
3,Afghanistan,Sweden,17812,SWE,AFG,333983,0.05333205582320058
4,Afghanistan,Greece,6922,GRC,AFG,333983,0.020725605794306896
5,Afghanistan,India,5743,IND,AFG,333983,0.017195485997790305
6,Afghanistan,Switzerland,5620,CHE,AFG,333983,0.016827203779833107
7,Afghanistan,France,4314,FRA,AFG,333983,0.01291682510786477
8,Afghanistan,Belgium,3915,BEL,AFG,333983,0.011722153522784095
9,Afghanistan,Pakistan,3241,PAK,AFG,333983,0.009704086734953576
10,Afghanistan,Ukraine,2808,UKR,AFG,333983,0.00840761356116928
11,Afghanistan,United Kingdom,2347,GBR,AFG,333983,0.007027303784923185
12,Afghanistan,Indonesia,2084,IDN,AFG,333983,0.006239838554656973
13,Afghanistan,Australia,1795,AUS,AFG,333983,0.005374525050676232
14,Afghanistan,United States of America,810,USA,AFG,333983,0.0024252731426449847
15,Afghanistan,Malaysia,798,MYS,AFG,333983,0.0023893431701613554
16,Afghanistan,Denmark,769,DNK,AFG,333983,0.002302512403325918
17,Afghanistan,Bulgaria,752,BGR,AFG,333983,0.0022516116089741096
18,Afghanistan,Canada,717,CAN,AFG,333983,0.002146815855896857
19,Afghanistan,Norway,618,NOR,AFG,333983,0.0018503935829069145
20,Afghanistan,Tajikistan,440,TJK,AFG,333983,0.0013174323243997448
21,Afghanistan,Netherlands,413,NLD,AFG,333983,0.0012365898863115788
22,Afghanistan,Italy,322,ITA,AFG,333983,0.0009641209283107224
23,Afghanistan,Finland,320,FIN,AFG,333983,0.0009581325995634509
24,Afghanistan,Hungary,241,HUN,AFG,333983,0.0007215936140462239
25,Afghanistan,Ireland,180,IRL,AFG,333983,0.0005389495872544411
26,Afghanistan,Russian Federation,167,RUS,AFG,333983,0.0005000254503971759
27,Afghanistan,Brazil,165,BRA,AFG,333983,0.0004940371216499044
28,Afghanistan,Kazakhstan,164,KAZ,AFG,333983,0.0004910429572762686
29,Afghanistan,Spain,148,ESP,AFG,333983,0.000443136327298096
30,Afghanistan,Romania,111,ROU,AFG,333983,0.00033235224547357203
31,Afghanistan,Iraq,107,IRQ,AFG,333983,0.0003203755879790289
32,Afghanistan,Croatia,93,HRV,AFG,333983,0.0002784572867481279
33,Afghanistan,Azerbaijan,70,AZE,AFG,333983,0.00020959150615450486
34,Afghanistan,Luxembourg,70,LUX,AFG,333983,0.00020959150615450486
35,Afghanistan,Ecuador,63,ECU,AFG,333983,0.00018863235553905438
36,Afghanistan,Sri Lanka,58,LKA,AFG,333983,0.00017366153367087545
37,Afghanistan,Serbia and Kosovo (S/RES/1244 (1999)),49,SRB,AFG,333983,0.0001467140543081534
38,Afghanistan,Kyrgyzstan,46,KGZ,AFG,333983,0.00013773156118724605
39,Afghanistan,Slovenia,41,SVN,AFG,333983,0.00012276073931906715
40,Afghanistan,Syrian Arab Rep.,32,SYR,AFG,333983,9.581325995634508e-05
41,Afghanistan,Egypt,22,EGY,AFG,333983,6.587161621998725e-05
42,Afghanistan,New Zealand,20,NZL,AFG,333983,5.988328747271568e-05
43,Afghanistan,China,18,CHN,AFG,333983,5.389495872544411e-05
44,Afghanistan,Georgia,16,GEO,AFG,333983,4.790662997817254e-05
45,Afghanistan,United Arab Emirates,14,ARE,AFG,333983,4.1918301230900976e-05
46,Afghanistan,Chile,13,CHL,AFG,333983,3.892413685726519e-05
47,Afghanistan,Libya,11,LBY,AFG,333983,3.2935808109993624e-05
48,Afghanistan,Argentina,9,ARG,AFG,333983,2.6947479362722054e-05
49,Afghanistan,Bosnia and Herzegovina,9,BIH,AFG,333983,2.6947479362722054e-05
50,Afghanistan,Jordan,9,JOR,AFG,333983,2.6947479362722054e-05
51,Afghanistan,Lithuania,9,LTU,AFG,333983,2.6947479362722054e-05
52,Afghanistan,Latvia,8,LVA,AFG,333983,2.395331498908627e-05
53,Afghanistan,Rep. of Moldova,8,MDA,AFG,333983,2.395331498908627e-05
54,Afghanistan,Dominican Rep.,7,DOM,AFG,333983,2.0959150615450488e-05
55,Afghanistan,Lebanon,7,LBN,AFG,333983,2.0959150615450488e-05
56,Afghanistan,Mauritania,7,MRT,AFG,333983,2.0959150615450488e-05
57,Afghanistan,Poland,7,POL,AFG,333983,2.0959150615450488e-05
58,Afghanistan,Rep. of Korea,7,KOR,AFG,333983,2.0959150615450488e-05
59,Afghanistan,Thailand,7,THA,AFG,333983,2.0959150615450488e-05
60,Afghanistan,Armenia,6,ARM,AFG,333983,1.7964986241814703e-05
61,Afghanistan,Cyprus,6,CYP,AFG,333983,1.7964986241814703e-05
62,Afghanistan,Iceland,6,ISL,AFG,333983,1.7964986241814703e-05
63,Afghanistan,Malta,6,MLT,AFG,333983,1.7964986241814703e-05
64,Afghanistan,Mexico,6,MEX,AFG,333983,1.7964986241814703e-05
65,Afghanistan,Panama,6,PAN,AFG,333983,1.7964986241814703e-05
66,Afghanistan,Czech Rep.,5,CZE,AFG,333983,1.497082186817892e-05
67,Afghanistan,Philippines,5,PHL,AFG,333983,1.497082186817892e-05
68,Afghanistan,Afghanistan,0,AFG,AFG,333983,0.0
69,Afghanistan,Albania,0,ALB,AFG,333983,0.0
70,Afghanistan,Algeria,0,DZA,AFG,333983,0.0
71,Afghanistan,Angola,0,AGO,AFG,333983,0.0
72,Afghanistan,Belarus,0,BLR,AFG,333983,0.0
73,Afghanistan,Cayman Islands,0,CYM,AFG,333983,0.0
74,Afghanistan,Chad,0,TCD,AFG,333983,0.0
75,Afghanistan,"China, Hong Kong SAR",0,HKG,AFG,333983,0.0
76,Afghanistan,Colombia,0,COL,AFG,333983,0.0
77,Afghanistan,Costa Rica,0,CRI,AFG,333983,0.0
78,Afghanistan,Cuba,0,CUB,AFG,333983,0.0
79,Afghanistan,Estonia,0,EST,AFG,333983,0.0
80,Afghanistan,Ethiopia,0,ETH,AFG,333983,0.0
81,Afghanistan,Fiji,0,FJI,AFG,333983,0.0
82,Afghanistan,Iran (Islamic Rep. of),0,IRN,AFG,333983,0.0
83,Afghanistan,Japan,0,JPN,AFG,333983,0.0
84,Afghanistan,Kenya,0,KEN,AFG,333983,0.0
85,Afghanistan,Liechtenstein,0,LIE,AFG,333983,0.0
86,Afghanistan,Madagascar,0,MDG,AFG,333983,0.0
87,Afghanistan,Mongolia,0,MNG,AFG,333983,0.0
88,Afghanistan,Morocco,0,MAR,AFG,333983,0.0
89,Afghanistan,Nauru,0,NRU,AFG,333983,0.0
90,Afghanistan,Nepal,0,NPL,AFG,333983,0.0
91,Afghanistan,Nigeria,0,NGA,AFG,333983,0.0
92,Afghanistan,Papua New Guinea,0,PNG,AFG,333983,0.0
93,Afghanistan,Portugal,0,PRT,AFG,333983,0.0
94,Afghanistan,Saudi Arabia,0,SAU,AFG,333983,0.0
95,Afghanistan,Slovakia,0,SVK,AFG,333983,0.0
96,Afghanistan,Sudan,0,SDN,AFG,333983,0.0
97,Afghanistan,The former Yugoslav Republic of Macedonia,0,MKD,AFG,333983,0.0
98,Afghanistan,Turkmenistan,0,TKM,AFG,333983,0.0
99,Afghanistan,Uzbekistan,0,UZB,AFG,333983,0.0
100,Afghanistan,Venezuela (Bolivarian Republic of),0,VEN,AFG,333983,0.0
101,Albania,Germany,4838,DEU,ALB,18745,0.258095492131235
102,Albania,France,4229,FRA,ALB,18745,0.2256068284875967
103,Albania,United Kingdom,2991,GBR,ALB,18745,0.15956255001333688
104,Albania,Greece,2209,GRC,ALB,18745,0.11784475860229394
105,Albania,United States of America,1636,USA,ALB,18745,0.08727660709522539
106,Albania,Italy,800,ITA,ALB,18745,0.042678047479327824
107,Albania,Ireland,635,IRL,ALB,18745,0.033875700186716456
108,Albania,Belgium,385,BEL,ALB,18745,0.020538810349426513
109,Albania,Sweden,384,SWE,ALB,18745,0.020485462790077354
110,Albania,Canada,261,CAN,ALB,18745,0.013923712990130701
111,Albania,Australia,84,AUS,ALB,18745,0.004481194985329421
112,Albania,Luxembourg,65,LUX,ALB,18745,0.0034675913576953854
113,Albania,Switzerland,54,CHE,ALB,18745,0.0028807682048546277
114,Albania,Austria,51,AUT,ALB,18745,0.0027207255268071485
115,Albania,Spain,47,ESP,ALB,18745,0.0025073352894105093
116,Albania,Iceland,19,ISL,ALB,18745,0.0010136036276340357
117,Albania,Netherlands,15,NLD,ALB,18745,0.0008002133902373967
118,Albania,Norway,14,NOR,ALB,18745,0.0007468658308882369
119,Albania,Denmark,8,DNK,ALB,18745,0.0004267804747932782
120,Albania,Mexico,8,MEX,ALB,18745,0.0004267804747932782
121,Albania,Brazil,6,BRA,ALB,18745,0.00032008535609495865
122,Albania,Liechtenstein,6,LIE,ALB,18745,0.00032008535609495865
123,Albania,Argentina,0,ARG,ALB,18745,0.0
124,Albania,Chile,0,CHL,ALB,18745,0.0
125,Albania,Croatia,0,HRV,ALB,18745,0.0
126,Albania,Cyprus,0,CYP,ALB,18745,0.0
127,Albania,Czech Rep.,0,CZE,ALB,18745,0.0
128,Albania,Ecuador,0,ECU,ALB,18745,0.0
129,Albania,Estonia,0,EST,ALB,18745,0.0
130,Albania,Finland,0,FIN,ALB,18745,0.0
131,Albania,Hungary,0,HUN,ALB,18745,0.0
132,Albania,Iraq,0,IRQ,ALB,18745,0.0
133,Albania,Lebanon,0,LBN,ALB,18745,0.0
134,Albania,Malta,0,MLT,ALB,18745,0.0
135,Albania,New Zealand,0,NZL,ALB,18745,0.0
136,Albania,Portugal,0,PRT,ALB,18745,0.0
137,Albania,Rep. of Korea,0,KOR,ALB,18745,0.0
138,Albania,Romania,0,ROU,ALB,18745,0.0
139,Albania,Slovenia,0,SVN,ALB,18745,0.0
140,Algeria,Germany,1748,DEU,DZA,6396,0.27329580988117574
141,Algeria,France,1424,FRA,DZA,6396,0.22263914946841776
142,Algeria,Spain,484,ESP,DZA,6396,0.07567229518449031
143,Algeria,Greece,328,GRC,DZA,6396,0.05128205128205128
144,Algeria,United States of America,274,USA,DZA,6396,0.04283927454659162
145,Algeria,Austria,248,AUT,DZA,6396,0.03877423389618512
146,Algeria,Canada,240,CAN,DZA,6396,0.0375234521575985
147,Algeria,United Kingdom,201,GBR,DZA,6396,0.03142589118198874
148,Algeria,Ireland,197,IRL,DZA,6396,0.030800500312695434
149,Algeria,Netherlands,192,NLD,DZA,6396,0.0300187617260788
150,Algeria,Italy,169,ITA,DZA,6396,0.026422764227642278
151,Algeria,Switzerland,148,CHE,DZA,6396,0.023139462163852407
152,Algeria,Sweden,121,SWE,DZA,6396,0.018918073796122578
153,Algeria,Belgium,100,BEL,DZA,6396,0.015634771732332707
154,Algeria,Montenegro,81,MNE,DZA,6396,0.012664165103189493
155,Algeria,Bosnia and Herzegovina,72,BIH,DZA,6396,0.01125703564727955
156,Algeria,Slovenia,58,SVN,DZA,6396,0.00906816760475297
157,Algeria,Luxembourg,50,LUX,DZA,6396,0.007817385866166354
158,Algeria,Rep. of Korea,47,KOR,DZA,6396,0.007348342714196373
159,Algeria,Turkey,24,TUR,DZA,6396,0.00375234521575985
160,Algeria,Bulgaria,23,BGR,DZA,6396,0.003595997498436523
161,Algeria,Croatia,20,HRV,DZA,6396,0.0031269543464665416
162,Algeria,Brazil,18,BRA,DZA,6396,0.0028142589118198874
163,Algeria,Australia,16,AUS,DZA,6396,0.0025015634771732333
164,Algeria,Denmark,15,DNK,DZA,6396,0.0023452157598499064
165,Algeria,Ukraine,15,UKR,DZA,6396,0.0023452157598499064
166,Algeria,Mauritania,13,MRT,DZA,6396,0.0020325203252032522
167,Algeria,Finland,12,FIN,DZA,6396,0.001876172607879925
168,Algeria,Indonesia,12,IDN,DZA,6396,0.001876172607879925
169,Algeria,South Africa,12,ZAF,DZA,6396,0.001876172607879925
170,Algeria,Senegal,10,SEN,DZA,6396,0.0015634771732332708
171,Algeria,Jordan,7,JOR,DZA,6396,0.0010944340212632896
172,Algeria,Argentina,6,ARG,DZA,6396,0.0009380863039399625
173,Algeria,Iceland,6,ISL,DZA,6396,0.0009380863039399625
174,Algeria,Morocco,5,MAR,DZA,6396,0.0007817385866166354
175,Algeria,Albania,0,ALB,DZA,6396,0.0
176,Algeria,Angola,0,AGO,DZA,6396,0.0
177,Algeria,Botswana,0,BWA,DZA,6396,0.0
178,Algeria,Cameroon,0,CMR,DZA,6396,0.0
179,Algeria,Chad,0,TCD,DZA,6396,0.0
180,Algeria,Chile,0,CHL,DZA,6396,0.0
181,Algeria,Congo,0,COG,DZA,6396,0.0
182,Algeria,Cyprus,0,CYP,DZA,6396,0.0
183,Algeria,Czech Rep.,0,CZE,DZA,6396,0.0
184,Algeria,CÌ«te d'Ivoire,0,CIV,DZA,6396,0.0
185,Algeria,Egypt,0,EGY,DZA,6396,0.0
186,Algeria,El Salvador,0,SLV,DZA,6396,0.0
187,Algeria,Estonia,0,EST,DZA,6396,0.0
188,Algeria,Hungary,0,HUN,DZA,6396,0.0
189,Algeria,Iraq,0,IRQ,DZA,6396,0.0
190,Algeria,Lebanon,0,LBN,DZA,6396,0.0
191,Algeria,Lesotho,0,LSO,DZA,6396,0.0
192,Algeria,Liberia,0,LBR,DZA,6396,0.0
193,Algeria,Libya,0,LBY,DZA,6396,0.0
194,Algeria,Liechtenstein,0,LIE,DZA,6396,0.0
195,Algeria,Malaysia,0,MYS,DZA,6396,0.0
196,Algeria,Malta,0,MLT,DZA,6396,0.0
197,Algeria,Mexico,0,MEX,DZA,6396,0.0
198,Algeria,New Zealand,0,NZL,DZA,6396,0.0
199,Algeria,Norway,0,NOR,DZA,6396,0.0
200,Algeria,Pakistan,0,PAK,DZA,6396,0.0
201,Algeria,Poland,0,POL,DZA,6396,0.0
202,Algeria,Romania,0,ROU,DZA,6396,0.0
203,Algeria,Serbia and Kosovo (S/RES/1244 (1999)),0,SRB,DZA,6396,0.0
204,Algeria,Slovakia,0,SVK,DZA,6396,0.0
205,Algeria,Sudan,0,SDN,DZA,6396,0.0
206,Algeria,Syrian Arab Rep.,0,SYR,DZA,6396,0.0
207,Algeria,The former Yugoslav Republic of Macedonia,0,MKD,DZA,6396,0.0
208,Algeria,Tunisia,0,TUN,DZA,6396,0.0
209,Algeria,United Arab Emirates,0,ARE,DZA,6396,0.0
210,Algeria,Venezuela (Bolivarian Republic of),0,VEN,DZA,6396,0.0
211,Algeria,Yemen,0,YEM,DZA,6396,0.0
212,American Samoa,Australia,0,AUS,ASM,0,
213,Andorra,Australia,0,AUS,AND,0,
214,Andorra,Brazil,0,BRA,AND,0,
215,Andorra,Germany,0,DEU,AND,0,
216,Andorra,United States of America,0,USA,AND,0,
217,Angola,Brazil,4717,BRA,AGO,7808,0.6041239754098361
218,Angola,United States of America,1143,USA,AGO,7808,0.14638831967213115
219,Angola,France,734,FRA,AGO,7808,0.0940061475409836
220,Angola,Germany,317,DEU,AGO,7808,0.04059938524590164
221,Angola,Canada,267,CAN,AGO,7808,0.034195696721311473
222,Angola,Belgium,145,BEL,AGO,7808,0.018570696721311477
223,Angola,Congo,77,COG,AGO,7808,0.009861680327868853
224,Angola,United Kingdom,60,GBR,AGO,7808,0.007684426229508197
225,Angola,Switzerland,42,CHE,AGO,7808,0.005379098360655738
226,Angola,Rep. of Korea,30,KOR,AGO,7808,0.0038422131147540983
227,Angola,Sweden,29,SWE,AGO,7808,0.003714139344262295
228,Angola,Italy,28,ITA,AGO,7808,0.003586065573770492
229,Angola,Ecuador,26,ECU,AGO,7808,0.003329918032786885
230,Angola,Spain,21,ESP,AGO,7808,0.002689549180327869
231,Angola,Ireland,20,IRL,AGO,7808,0.0025614754098360654
232,Angola,Uruguay,20,URY,AGO,7808,0.0025614754098360654
233,Angola,Finland,15,FIN,AGO,7808,0.0019211065573770491
234,Angola,Portugal,15,PRT,AGO,7808,0.0019211065573770491
235,Angola,Austria,13,AUT,AGO,7808,0.0016649590163934425
236,Angola,Dem. Rep. of the Congo,13,COD,AGO,7808,0.0016649590163934425
237,Angola,Senegal,12,SEN,AGO,7808,0.0015368852459016393
238,Angola,Argentina,11,ARG,AGO,7808,0.0014088114754098361
239,Angola,Greece,11,GRC,AGO,7808,0.0014088114754098361
240,Angola,Ukraine,9,UKR,AGO,7808,0.0011526639344262295
241,Angola,Chile,8,CHL,AGO,7808,0.0010245901639344263
242,Angola,Indonesia,7,IDN,AGO,7808,0.000896516393442623
243,Angola,Panama,7,PAN,AGO,7808,0.000896516393442623
244,Angola,Kenya,6,KEN,AGO,7808,0.0007684426229508197
245,Angola,Netherlands,5,NLD,AGO,7808,0.0006403688524590163
246,Angola,Australia,0,AUS,AGO,7808,0.0
247,Angola,Benin,0,BEN,AGO,7808,0.0
248,Angola,Bolivia (Plurinational State of),0,BOL,AGO,7808,0.0
249,Angola,Botswana,0,BWA,AGO,7808,0.0
250,Angola,Burundi,0,BDI,AGO,7808,0.0
251,Angola,Cameroon,0,CMR,AGO,7808,0.0
252,Angola,Central African Rep.,0,CAF,AGO,7808,0.0
253,Angola,China,0,CHN,AGO,7808,0.0
254,Angola,Colombia,0,COL,AGO,7808,0.0
255,Angola,Costa Rica,0,CRI,AGO,7808,0.0
256,Angola,Czech Rep.,0,CZE,AGO,7808,0.0
257,Angola,CÌ«te d'Ivoire,0,CIV,AGO,7808,0.0
258,Angola,Denmark,0,DNK,AGO,7808,0.0
259,Angola,Egypt,0,EGY,AGO,7808,0.0
260,Angola,Guyana,0,GUY,AGO,7808,0.0
261,Angola,Hungary,0,HUN,AGO,7808,0.0
262,Angola,India,0,IND,AGO,7808,0.0
263,Angola,Luxembourg,0,LUX,AGO,7808,0.0
264,Angola,Malaysia,0,MYS,AGO,7808,0.0
265,Angola,Mauritania,0,MRT,AGO,7808,0.0
266,Angola,Mexico,0,MEX,AGO,7808,0.0
267,Angola,Morocco,0,MAR,AGO,7808,0.0
268,Angola,Mozambique,0,MOZ,AGO,7808,0.0
269,Angola,Norway,0,NOR,AGO,7808,0.0
270,Angola,Peru,0,PER,AGO,7808,0.0
271,Angola,Rep. of Moldova,0,MDA,AGO,7808,0.0
272,Angola,Romania,0,ROU,AGO,7808,0.0
273,Angola,Russian Federation,0,RUS,AGO,7808,0.0
274,Angola,Rwanda,0,RWA,AGO,7808,0.0
275,Angola,Slovakia,0,SVK,AGO,7808,0.0
276,Angola,South Africa,0,ZAF,AGO,7808,0.0
277,Angola,Swaziland,0,SWZ,AGO,7808,0.0
278,Angola,Trinidad and Tobago,0,TTO,AGO,7808,0.0
279,Angola,Turkey,0,TUR,AGO,7808,0.0
280,Angola,Uganda,0,UGA,AGO,7808,0.0
281,Angola,Zambia,0,ZMB,AGO,7808,0.0
282,Angola,Zimbabwe,0,ZWE,AGO,7808,0.0
283,Antigua and Barbuda,Canada,41,CAN,ATG,54,0.7592592592592593
284,Antigua and Barbuda,United States of America,8,USA,ATG,54,0.14814814814814814
285,Antigua and Barbuda,United Kingdom,5,GBR,ATG,54,0.09259259259259259
286,Antigua and Barbuda,Australia,0,AUS,ATG,54,0.0
287,Antigua and Barbuda,France,0,FRA,ATG,54,0.0
288,Antigua and Barbuda,Trinidad and Tobago,0,TTO,ATG,54,0.0
289,Argentina,United States of America,232,USA,ARG,348,0.6666666666666666
290,Argentina,Brazil,44,BRA,ARG,348,0.12643678160919541
291,Argentina,Australia,21,AUS,ARG,348,0.0603448275862069
292,Argentina,Canada,21,CAN,ARG,348,0.0603448275862069
293,Argentina,Italy,13,ITA,ARG,348,0.03735632183908046
294,Argentina,Spain,11,ESP,ARG,348,0.031609195402298854
295,Argentina,Costa Rica,6,CRI,ARG,348,0.017241379310344827
296,Argentina,Chile,0,CHL,ARG,348,0.0
297,Argentina,Ecuador,0,ECU,ARG,348,0.0
298,Argentina,France,0,FRA,ARG,348,0.0
299,Argentina,Germany,0,DEU,ARG,348,0.0
300,Argentina,Greece,0,GRC,ARG,348,0.0
301,Argentina,Israel,0,ISR,ARG,348,0.0
302,Argentina,Liechtenstein,0,LIE,ARG,348,0.0
303,Argentina,Mexico,0,MEX,ARG,348,0.0
304,Argentina,Netherlands,0,NLD,ARG,348,0.0
305,Argentina,Panama,0,PAN,ARG,348,0.0
306,Argentina,Peru,0,PER,ARG,348,0.0
307,Argentina,Sweden,0,SWE,ARG,348,0.0
308,Argentina,Switzerland,0,CHE,ARG,348,0.0
309,Argentina,United Kingdom,0,GBR,ARG,348,0.0
310,Argentina,Uruguay,0,URY,ARG,348,0.0
311,Armenia,Germany,9030,DEU,ARM,14907,0.605755685248541
312,Armenia,United States of America,2032,USA,ARM,14907,0.1363117998255853
313,Armenia,France,1432,FRA,ARM,14907,0.09606225263299122
314,Armenia,Austria,673,AUT,ARM,14907,0.045146575434359695
315,Armenia,Sweden,281,SWE,ARM,14907,0.018850204601864897
316,Armenia,Italy,261,ITA,ARM,14907,0.017508553028778427
317,Armenia,Belgium,220,BEL,ARM,14907,0.014758167303951164
318,Armenia,Argentina,180,ARG,ARM,14907,0.012074864157778226
319,Armenia,Spain,173,ESP,ARM,14907,0.01160528610719796
320,Armenia,Switzerland,104,CHE,ARM,14907,0.006976588180049641
321,Armenia,Greece,99,GRC,ARM,14907,0.006641175286778024
322,Armenia,Czech Rep.,81,CZE,ARM,14907,0.0054336888710002015
323,Armenia,Netherlands,79,NLD,ARM,14907,0.005299523713691554
324,Armenia,Denmark,47,DNK,ARM,14907,0.0031528811967532033
325,Armenia,United Kingdom,40,GBR,ARM,14907,0.002683303146172939
326,Armenia,Israel,29,ISR,ARM,14907,0.0019453947809753807
327,Armenia,Poland,29,POL,ARM,14907,0.0019453947809753807
328,Armenia,Ukraine,28,UKR,ARM,14907,0.0018783122023210573
329,Armenia,Cyprus,19,CYP,ARM,14907,0.001274568994432146
330,Armenia,Lithuania,19,LTU,ARM,14907,0.001274568994432146
331,Armenia,Canada,17,CAN,ARM,14907,0.0011404038371234991
332,Armenia,Bulgaria,13,BGR,ARM,14907,0.0008720735225062051
333,Armenia,Ireland,9,IRL,ARM,14907,0.0006037432078889113
334,Armenia,Panama,7,PAN,ARM,14907,0.0004695780505802643
335,Armenia,Brazil,5,BRA,ARM,14907,0.00033541289327161737
336,Armenia,Australia,0,AUS,ARM,14907,0.0
337,Armenia,Azerbaijan,0,AZE,ARM,14907,0.0
338,Armenia,Belarus,0,BLR,ARM,14907,0.0
339,Armenia,Costa Rica,0,CRI,ARM,14907,0.0
340,Armenia,Croatia,0,HRV,ARM,14907,0.0
341,Armenia,Ecuador,0,ECU,ARM,14907,0.0
342,Armenia,Estonia,0,EST,ARM,14907,0.0
343,Armenia,Finland,0,FIN,ARM,14907,0.0
344,Armenia,Georgia,0,GEO,ARM,14907,0.0
345,Armenia,Hungary,0,HUN,ARM,14907,0.0
346,Armenia,Iceland,0,ISL,ARM,14907,0.0
347,Armenia,Lebanon,0,LBN,ARM,14907,0.0
348,Armenia,Liechtenstein,0,LIE,ARM,14907,0.0
349,Armenia,Luxembourg,0,LUX,ARM,14907,0.0
350,Armenia,Malta,0,MLT,ARM,14907,0.0
351,Armenia,Norway,0,NOR,ARM,14907,0.0
352,Armenia,Peru,0,PER,ARM,14907,0.0
353,Armenia,Philippines,0,PHL,ARM,14907,0.0
354,Armenia,Portugal,0,PRT,ARM,14907,0.0
355,Armenia,Rep. of Korea,0,KOR,ARM,14907,0.0
356,Armenia,Rep. of Moldova,0,MDA,ARM,14907,0.0
357,Armenia,Romania,0,ROU,ARM,14907,0.0
358,Armenia,Russian Federation,0,RUS,ARM,14907,0.0
359,Armenia,Slovakia,0,SVK,ARM,14907,0.0
360,Australia,Austria,0,AUT,AUS,0,
361,Australia,Brazil,0,BRA,AUS,0,
362,Australia,Canada,0,CAN,AUS,0,
363,Australia,Costa Rica,0,CRI,AUS,0,
364,Australia,Germany,0,DEU,AUS,0,
365,Australia,Greece,0,GRC,AUS,0,
366,Australia,Italy,0,ITA,AUS,0,
367,Australia,Sweden,0,SWE,AUS,0,
368,Australia,United Kingdom,0,GBR,AUS,0,
369,Australia,United States of America,0,USA,AUS,0,
370,Austria,United States of America,14,USA,AUT,23,0.6086956521739131
371,Austria,Canada,9,CAN,AUT,23,0.391304347826087
372,Austria,Australia,0,AUS,AUT,23,0.0
373,Austria,France,0,FRA,AUT,23,0.0
374,Austria,Germany,0,DEU,AUT,23,0.0
375,Austria,Israel,0,ISR,AUT,23,0.0
376,Austria,Panama,0,PAN,AUT,23,0.0
377,Austria,Switzerland,0,CHE,AUT,23,0.0
378,Azerbaijan,Germany,6788,DEU,AZE,9537,0.7117542204047395
379,Azerbaijan,United States of America,875,USA,AZE,9537,0.09174792911817133
380,Azerbaijan,Canada,424,CAN,AZE,9537,0.04445842508126245
381,Azerbaijan,Sweden,380,SWE,AZE,9537,0.039844814931320124
382,Azerbaijan,France,306,FRA,AZE,9537,0.03208556149732621
383,Azerbaijan,Austria,214,AUT,AZE,9537,0.022438922092901332
384,Azerbaijan,Switzerland,85,CHE,AZE,9537,0.008912655971479501
385,Azerbaijan,Netherlands,78,NLD,AZE,9537,0.00817867253853413
386,Azerbaijan,Czech Rep.,73,CZE,AZE,9537,0.007654398657858865
387,Azerbaijan,Belgium,65,BEL,AZE,9537,0.0068155604487784415
388,Azerbaijan,United Kingdom,58,GBR,AZE,9537,0.006081577015833071
389,Azerbaijan,Ukraine,46,UKR,AZE,9537,0.004823319702212436
390,Azerbaijan,Spain,36,ESP,AZE,9537,0.0037747719408619063
391,Azerbaijan,Denmark,29,DNK,AZE,9537,0.0030407885079165357
392,Azerbaijan,Italy,15,ITA,AZE,9537,0.0015728216420257944
393,Azerbaijan,Australia,14,AUS,AZE,9537,0.0014679668658907413
394,Azerbaijan,Israel,13,ISR,AZE,9537,0.0013631120897556884
395,Azerbaijan,Finland,9,FIN,AZE,9537,0.0009436929852154766
396,Azerbaijan,Georgia,9,GEO,AZE,9537,0.0009436929852154766
397,Azerbaijan,Iceland,5,ISL,AZE,9537,0.0005242738806752647
398,Azerbaijan,Lithuania,5,LTU,AZE,9537,0.0005242738806752647
399,Azerbaijan,Luxembourg,5,LUX,AZE,9537,0.0005242738806752647
400,Azerbaijan,Russian Federation,5,RUS,AZE,9537,0.0005242738806752647
401,Azerbaijan,Armenia,0,ARM,AZE,9537,0.0
402,Azerbaijan,Azerbaijan,0,AZE,AZE,9537,0.0
403,Azerbaijan,Belarus,0,BLR,AZE,9537,0.0
404,Azerbaijan,Bosnia and Herzegovina,0,BIH,AZE,9537,0.0
405,Azerbaijan,Bulgaria,0,BGR,AZE,9537,0.0
406,Azerbaijan,Croatia,0,HRV,AZE,9537,0.0
407,Azerbaijan,Cyprus,0,CYP,AZE,9537,0.0
408,Azerbaijan,Ecuador,0,ECU,AZE,9537,0.0
409,Azerbaijan,Egypt,0,EGY,AZE,9537,0.0
410,Azerbaijan,Estonia,0,EST,AZE,9537,0.0
411,Azerbaijan,Greece,0,GRC,AZE,9537,0.0
412,Azerbaijan,Hungary,0,HUN,AZE,9537,0.0
413,Azerbaijan,Ireland,0,IRL,AZE,9537,0.0
414,Azerbaijan,Latvia,0,LVA,AZE,9537,0.0
415,Azerbaijan,Morocco,0,MAR,AZE,9537,0.0
416,Azerbaijan,Nicaragua,0,NIC,AZE,9537,0.0
417,Azerbaijan,Norway,0,NOR,AZE,9537,0.0
418,Azerbaijan,Poland,0,POL,AZE,9537,0.0
419,Azerbaijan,Rep. of Korea,0,KOR,AZE,9537,0.0
420,Azerbaijan,Rep. of Moldova,0,MDA,AZE,9537,0.0
421,Azerbaijan,Turkey,0,TUR,AZE,9537,0.0
422,Azerbaijan,Turkmenistan,0,TKM,AZE,9537,0.0
