,Year,Destination,Origin,Type,Value,dcode,ocode
30922,2017,Italy,Rwanda,Refugees (incl. refugee-like situations),13,ITA,RWA
30923,2017,Italy,Saudi Arabia,Refugees (incl. refugee-like situations),7,ITA,SAU
30924,2017,Italy,Sudan,Refugees (incl. refugee-like situations),1665,ITA,SDN
30925,2017,Italy,Senegal,Refugees (incl. refugee-like situations),6197,ITA,SEN
30926,2017,Italy,Sierra Leone,Refugees (incl. refugee-like situations),539,ITA,SLE
30927,2017,Italy,El Salvador,Refugees (incl. refugee-like situations),674,ITA,SLV
30928,2017,Italy,San Marino,Refugees (incl. refugee-like situations),0,ITA,SMR
30929,2017,Italy,Somalia,Refugees (incl. refugee-like situations),15641,ITA,SOM
30930,2017,Italy,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),1128,ITA,SRB
30931,2017,Italy,South Sudan,Refugees (incl. refugee-like situations),61,ITA,SSD
30932,2017,Italy,Swaziland,Refugees (incl. refugee-like situations),8,ITA,SWZ
30933,2017,Italy,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3618,ITA,SYR
30934,2017,Italy,Chad,Refugees (incl. refugee-like situations),448,ITA,TCD
30935,2017,Italy,Togo,Refugees (incl. refugee-like situations),963,ITA,TGO
30936,2017,Italy,Thailand,Refugees (incl. refugee-like situations),0,ITA,THA
30937,2017,Italy,Tajikistan,Refugees (incl. refugee-like situations),8,ITA,TJK
30938,2017,Italy,Turkmenistan,Refugees (incl. refugee-like situations),0,ITA,TKM
30939,2017,Italy,Timor-Leste,Refugees (incl. refugee-like situations),0,ITA,TLS
30940,2017,Italy,Tonga,Refugees (incl. refugee-like situations),0,ITA,TON
30941,2017,Italy,Tunisia,Refugees (incl. refugee-like situations),601,ITA,TUN
30942,2017,Italy,Turkey,Refugees (incl. refugee-like situations),2456,ITA,TUR
30943,2017,Italy,United Rep. of Tanzania,Refugees (incl. refugee-like situations),26,ITA,TZA
30944,2017,Italy,Uganda,Refugees (incl. refugee-like situations),67,ITA,UGA
30945,2017,Italy,Ukraine,Refugees (incl. refugee-like situations),4947,ITA,UKR
30946,2017,Italy,Uruguay,Refugees (incl. refugee-like situations),0,ITA,URY
30947,2017,Italy,United States of America,Refugees (incl. refugee-like situations),0,ITA,USA
30948,2017,Italy,Uzbekistan,Refugees (incl. refugee-like situations),6,ITA,UZB
30949,2017,Italy,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),177,ITA,VEN
30950,2017,Italy,Viet Nam,Refugees (incl. refugee-like situations),7,ITA,VNM
30951,2017,Italy,Stateless,Refugees (incl. refugee-like situations),19,ITA,SLS
30952,2017,Italy,Various/Unknown,Refugees (incl. refugee-like situations),1353,ITA,UNK
30953,2017,Italy,Yemen,Refugees (incl. refugee-like situations),113,ITA,YEM
30954,2017,Italy,South Africa,Refugees (incl. refugee-like situations),8,ITA,ZAF
30955,2017,Italy,Zimbabwe,Refugees (incl. refugee-like situations),24,ITA,ZWE
31288,2017,Luxembourg,Afghanistan,Refugees (incl. refugee-like situations),43,LUX,AFG
31289,2017,Luxembourg,Angola,Refugees (incl. refugee-like situations),15,LUX,AGO
31290,2017,Luxembourg,Albania,Refugees (incl. refugee-like situations),82,LUX,ALB
31291,2017,Luxembourg,Armenia,Refugees (incl. refugee-like situations),6,LUX,ARM
31292,2017,Luxembourg,Azerbaijan,Refugees (incl. refugee-like situations),15,LUX,AZE
31293,2017,Luxembourg,Burundi,Refugees (incl. refugee-like situations),0,LUX,BDI
31294,2017,Luxembourg,Benin,Refugees (incl. refugee-like situations),0,LUX,BEN
31295,2017,Luxembourg,Burkina Faso,Refugees (incl. refugee-like situations),0,LUX,BFA
31296,2017,Luxembourg,Bangladesh,Refugees (incl. refugee-like situations),0,LUX,BGD
31297,2017,Luxembourg,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),7,LUX,BIH
31298,2017,Luxembourg,Belarus,Refugees (incl. refugee-like situations),7,LUX,BLR
31299,2017,Luxembourg,Bhutan,Refugees (incl. refugee-like situations),0,LUX,BTN
31300,2017,Luxembourg,Central African Rep.,Refugees (incl. refugee-like situations),0,LUX,CAF
31301,2017,Luxembourg,China,Refugees (incl. refugee-like situations),0,LUX,CHN
31302,2017,Luxembourg,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),6,LUX,CIV
31303,2017,Luxembourg,Cameroon,Refugees (incl. refugee-like situations),12,LUX,CMR
31304,2017,Luxembourg,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),38,LUX,COD
31305,2017,Luxembourg,Congo,Refugees (incl. refugee-like situations),5,LUX,COG
31306,2017,Luxembourg,Costa Rica,Refugees (incl. refugee-like situations),0,LUX,CRI
31307,2017,Luxembourg,Algeria,Refugees (incl. refugee-like situations),0,LUX,DZA
31308,2017,Luxembourg,Egypt,Refugees (incl. refugee-like situations),5,LUX,EGY
31309,2017,Luxembourg,Eritrea,Refugees (incl. refugee-like situations),79,LUX,ERI
31310,2017,Luxembourg,Ethiopia,Refugees (incl. refugee-like situations),43,LUX,ETH
31311,2017,Luxembourg,Gabon,Refugees (incl. refugee-like situations),0,LUX,GAB
31312,2017,Luxembourg,Georgia,Refugees (incl. refugee-like situations),0,LUX,GEO
31313,2017,Luxembourg,Ghana,Refugees (incl. refugee-like situations),0,LUX,GHA
31314,2017,Luxembourg,Guinea,Refugees (incl. refugee-like situations),10,LUX,GIN
31315,2017,Luxembourg,Gambia,Refugees (incl. refugee-like situations),6,LUX,GMB
31316,2017,Luxembourg,India,Refugees (incl. refugee-like situations),0,LUX,IND
31317,2017,Luxembourg,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),148,LUX,IRN
31318,2017,Luxembourg,Iraq,Refugees (incl. refugee-like situations),280,LUX,IRQ
31319,2017,Luxembourg,Jordan,Refugees (incl. refugee-like situations),0,LUX,JOR
31320,2017,Luxembourg,Kazakhstan,Refugees (incl. refugee-like situations),0,LUX,KAZ
31321,2017,Luxembourg,Lebanon,Refugees (incl. refugee-like situations),0,LUX,LBN
31322,2017,Luxembourg,Libya,Refugees (incl. refugee-like situations),5,LUX,LBY
31323,2017,Luxembourg,Sri Lanka,Refugees (incl. refugee-like situations),5,LUX,LKA
31324,2017,Luxembourg,Morocco,Refugees (incl. refugee-like situations),0,LUX,MAR
31325,2017,Luxembourg,Rep. of Moldova,Refugees (incl. refugee-like situations),0,LUX,MDA
31326,2017,Luxembourg,Mexico,Refugees (incl. refugee-like situations),5,LUX,MEX
31327,2017,Luxembourg,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),0,LUX,MKD
31328,2017,Luxembourg,Mali,Refugees (incl. refugee-like situations),0,LUX,MLI
31329,2017,Luxembourg,Montenegro,Refugees (incl. refugee-like situations),18,LUX,MNE
31330,2017,Luxembourg,Mongolia,Refugees (incl. refugee-like situations),0,LUX,MNG
31331,2017,Luxembourg,Mauritania,Refugees (incl. refugee-like situations),0,LUX,MRT
31332,2017,Luxembourg,Nigeria,Refugees (incl. refugee-like situations),10,LUX,NGA
31333,2017,Luxembourg,Pakistan,Refugees (incl. refugee-like situations),0,LUX,PAK
31334,2017,Luxembourg,Peru,Refugees (incl. refugee-like situations),0,LUX,PER
31335,2017,Luxembourg,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),12,LUX,PRK
31336,2017,Luxembourg,Russian Federation,Refugees (incl. refugee-like situations),33,LUX,RUS
31337,2017,Luxembourg,Rwanda,Refugees (incl. refugee-like situations),19,LUX,RWA
31338,2017,Luxembourg,Sudan,Refugees (incl. refugee-like situations),0,LUX,SDN
31339,2017,Luxembourg,Senegal,Refugees (incl. refugee-like situations),0,LUX,SEN
31340,2017,Luxembourg,Sierra Leone,Refugees (incl. refugee-like situations),0,LUX,SLE
31341,2017,Luxembourg,Somalia,Refugees (incl. refugee-like situations),44,LUX,SOM
31342,2017,Luxembourg,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),265,LUX,SRB
31343,2017,Luxembourg,Syrian Arab Rep.,Refugees (incl. refugee-like situations),686,LUX,SYR
31344,2017,Luxembourg,Chad,Refugees (incl. refugee-like situations),0,LUX,TCD
31345,2017,Luxembourg,Togo,Refugees (incl. refugee-like situations),5,LUX,TGO
31346,2017,Luxembourg,Tajikistan,Refugees (incl. refugee-like situations),0,LUX,TJK
31347,2017,Luxembourg,Turkmenistan,Refugees (incl. refugee-like situations),5,LUX,TKM
31348,2017,Luxembourg,Tunisia,Refugees (incl. refugee-like situations),0,LUX,TUN
31349,2017,Luxembourg,Turkey,Refugees (incl. refugee-like situations),24,LUX,TUR
31350,2017,Luxembourg,United Rep. of Tanzania,Refugees (incl. refugee-like situations),0,LUX,TZA
31351,2017,Luxembourg,Uganda,Refugees (incl. refugee-like situations),0,LUX,UGA
31352,2017,Luxembourg,Ukraine,Refugees (incl. refugee-like situations),6,LUX,UKR
31353,2017,Luxembourg,Uruguay,Refugees (incl. refugee-like situations),0,LUX,URY
31354,2017,Luxembourg,Uzbekistan,Refugees (incl. refugee-like situations),0,LUX,UZB
31355,2017,Luxembourg,Stateless,Refugees (incl. refugee-like situations),46,LUX,SLS
31356,2017,Luxembourg,Various/Unknown,Refugees (incl. refugee-like situations),0,LUX,UNK
31357,2017,Luxembourg,Yemen,Refugees (incl. refugee-like situations),0,LUX,YEM
32084,2017,Morocco,Afghanistan,Refugees (incl. refugee-like situations),0,MAR,AFG
32085,2017,Morocco,Angola,Refugees (incl. refugee-like situations),0,MAR,AGO
32086,2017,Morocco,Azerbaijan,Refugees (incl. refugee-like situations),0,MAR,AZE
32087,2017,Morocco,Burundi,Refugees (incl. refugee-like situations),0,MAR,BDI
32088,2017,Morocco,Benin,Refugees (incl. refugee-like situations),0,MAR,BEN
32089,2017,Morocco,Burkina Faso,Refugees (incl. refugee-like situations),0,MAR,BFA
32090,2017,Morocco,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),0,MAR,BIH
32091,2017,Morocco,Central African Rep.,Refugees (incl. refugee-like situations),243,MAR,CAF
32092,2017,Morocco,China,Refugees (incl. refugee-like situations),0,MAR,CHN
32093,2017,Morocco,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),311,MAR,CIV
32094,2017,Morocco,Cameroon,Refugees (incl. refugee-like situations),79,MAR,CMR
32095,2017,Morocco,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),178,MAR,COD
32096,2017,Morocco,Congo,Refugees (incl. refugee-like situations),16,MAR,COG
32097,2017,Morocco,Algeria,Refugees (incl. refugee-like situations),5,MAR,DZA
32098,2017,Morocco,Egypt,Refugees (incl. refugee-like situations),0,MAR,EGY
32099,2017,Morocco,Eritrea,Refugees (incl. refugee-like situations),0,MAR,ERI
32100,2017,Morocco,Ethiopia,Refugees (incl. refugee-like situations),0,MAR,ETH
32101,2017,Morocco,France,Refugees (incl. refugee-like situations),0,MAR,FRA
32102,2017,Morocco,Gabon,Refugees (incl. refugee-like situations),0,MAR,GAB
32103,2017,Morocco,United Kingdom,Refugees (incl. refugee-like situations),0,MAR,GBR
32104,2017,Morocco,Ghana,Refugees (incl. refugee-like situations),0,MAR,GHA
32105,2017,Morocco,Guinea,Refugees (incl. refugee-like situations),31,MAR,GIN
32106,2017,Morocco,Gambia,Refugees (incl. refugee-like situations),0,MAR,GMB
32107,2017,Morocco,Guinea-Bissau,Refugees (incl. refugee-like situations),0,MAR,GNB
32108,2017,Morocco,Equatorial Guinea,Refugees (incl. refugee-like situations),0,MAR,GNQ
32109,2017,Morocco,Iraq,Refugees (incl. refugee-like situations),150,MAR,IRQ
32110,2017,Morocco,Italy,Refugees (incl. refugee-like situations),0,MAR,ITA
32111,2017,Morocco,Jordan,Refugees (incl. refugee-like situations),0,MAR,JOR
32112,2017,Morocco,Lebanon,Refugees (incl. refugee-like situations),0,MAR,LBN
32113,2017,Morocco,Liberia,Refugees (incl. refugee-like situations),0,MAR,LBR
32114,2017,Morocco,Libya,Refugees (incl. refugee-like situations),32,MAR,LBY
32115,2017,Morocco,Mali,Refugees (incl. refugee-like situations),16,MAR,MLI
32116,2017,Morocco,Myanmar,Refugees (incl. refugee-like situations),0,MAR,MMR
32117,2017,Morocco,Mauritania,Refugees (incl. refugee-like situations),0,MAR,MRT
32118,2017,Morocco,Niger,Refugees (incl. refugee-like situations),0,MAR,NER
32119,2017,Morocco,Nigeria,Refugees (incl. refugee-like situations),9,MAR,NGA
32120,2017,Morocco,Pakistan,Refugees (incl. refugee-like situations),5,MAR,PAK
32121,2017,Morocco,Palestinian,Refugees (incl. refugee-like situations),71,MAR,PSE
32122,2017,Morocco,Sudan,Refugees (incl. refugee-like situations),5,MAR,SDN
32123,2017,Morocco,Senegal,Refugees (incl. refugee-like situations),57,MAR,SEN
32124,2017,Morocco,Sierra Leone,Refugees (incl. refugee-like situations),0,MAR,SLE
32125,2017,Morocco,Somalia,Refugees (incl. refugee-like situations),0,MAR,SOM
32126,2017,Morocco,South Sudan,Refugees (incl. refugee-like situations),0,MAR,SSD
32127,2017,Morocco,Swaziland,Refugees (incl. refugee-like situations),0,MAR,SWZ
32128,2017,Morocco,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2953,MAR,SYR
32129,2017,Morocco,Chad,Refugees (incl. refugee-like situations),0,MAR,TCD
32130,2017,Morocco,Togo,Refugees (incl. refugee-like situations),0,MAR,TGO
32131,2017,Morocco,Tunisia,Refugees (incl. refugee-like situations),0,MAR,TUN
32132,2017,Morocco,Turkey,Refugees (incl. refugee-like situations),0,MAR,TUR
32133,2017,Morocco,Yemen,Refugees (incl. refugee-like situations),517,MAR,YEM
35126,2017,Netherlands,Afghanistan,Refugees (incl. refugee-like situations),6205,NLD,AFG
35127,2017,Netherlands,Angola,Refugees (incl. refugee-like situations),58,NLD,AGO
35128,2017,Netherlands,Albania,Refugees (incl. refugee-like situations),8,NLD,ALB
35129,2017,Netherlands,Argentina,Refugees (incl. refugee-like situations),5,NLD,ARG
35130,2017,Netherlands,Armenia,Refugees (incl. refugee-like situations),416,NLD,ARM
35131,2017,Netherlands,Azerbaijan,Refugees (incl. refugee-like situations),253,NLD,AZE
35132,2017,Netherlands,Burundi,Refugees (incl. refugee-like situations),236,NLD,BDI
35133,2017,Netherlands,Benin,Refugees (incl. refugee-like situations),6,NLD,BEN
35134,2017,Netherlands,Burkina Faso,Refugees (incl. refugee-like situations),14,NLD,BFA
35135,2017,Netherlands,Bangladesh,Refugees (incl. refugee-like situations),40,NLD,BGD
35136,2017,Netherlands,Bahrain,Refugees (incl. refugee-like situations),0,NLD,BHR
35137,2017,Netherlands,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),5,NLD,BIH
35138,2017,Netherlands,Belarus,Refugees (incl. refugee-like situations),61,NLD,BLR
35139,2017,Netherlands,Brazil,Refugees (incl. refugee-like situations),0,NLD,BRA
35140,2017,Netherlands,Bhutan,Refugees (incl. refugee-like situations),185,NLD,BTN
35141,2017,Netherlands,Botswana,Refugees (incl. refugee-like situations),0,NLD,BWA
35142,2017,Netherlands,Central African Rep.,Refugees (incl. refugee-like situations),7,NLD,CAF
35143,2017,Netherlands,Switzerland,Refugees (incl. refugee-like situations),0,NLD,CHE
35144,2017,Netherlands,China,Refugees (incl. refugee-like situations),1153,NLD,CHN
35145,2017,Netherlands,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),314,NLD,CIV
35146,2017,Netherlands,Cameroon,Refugees (incl. refugee-like situations),80,NLD,CMR
35147,2017,Netherlands,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),271,NLD,COD
35148,2017,Netherlands,Congo,Refugees (incl. refugee-like situations),484,NLD,COG
35149,2017,Netherlands,Colombia,Refugees (incl. refugee-like situations),45,NLD,COL
35150,2017,Netherlands,Cuba,Refugees (incl. refugee-like situations),14,NLD,CUB
35151,2017,Netherlands,Algeria,Refugees (incl. refugee-like situations),18,NLD,DZA
35152,2017,Netherlands,Ecuador,Refugees (incl. refugee-like situations),8,NLD,ECU
35153,2017,Netherlands,Egypt,Refugees (incl. refugee-like situations),218,NLD,EGY
35154,2017,Netherlands,Eritrea,Refugees (incl. refugee-like situations),14713,NLD,ERI
35155,2017,Netherlands,Ethiopia,Refugees (incl. refugee-like situations),597,NLD,ETH
35156,2017,Netherlands,Georgia,Refugees (incl. refugee-like situations),44,NLD,GEO
35157,2017,Netherlands,Ghana,Refugees (incl. refugee-like situations),6,NLD,GHA
35158,2017,Netherlands,Guinea,Refugees (incl. refugee-like situations),719,NLD,GIN
35159,2017,Netherlands,Gambia,Refugees (incl. refugee-like situations),38,NLD,GMB
35160,2017,Netherlands,Guinea-Bissau,Refugees (incl. refugee-like situations),0,NLD,GNB
35161,2017,Netherlands,Guyana,Refugees (incl. refugee-like situations),0,NLD,GUY
35162,2017,Netherlands,Honduras,Refugees (incl. refugee-like situations),7,NLD,HND
35163,2017,Netherlands,Haiti,Refugees (incl. refugee-like situations),0,NLD,HTI
35164,2017,Netherlands,India,Refugees (incl. refugee-like situations),6,NLD,IND
35165,2017,Netherlands,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),4757,NLD,IRN
35166,2017,Netherlands,Iraq,Refugees (incl. refugee-like situations),11369,NLD,IRQ
35167,2017,Netherlands,Israel,Refugees (incl. refugee-like situations),0,NLD,ISR
35168,2017,Netherlands,Jamaica,Refugees (incl. refugee-like situations),182,NLD,JAM
35169,2017,Netherlands,Jordan,Refugees (incl. refugee-like situations),18,NLD,JOR
35170,2017,Netherlands,Japan,Refugees (incl. refugee-like situations),0,NLD,JPN
35171,2017,Netherlands,Kazakhstan,Refugees (incl. refugee-like situations),41,NLD,KAZ
35172,2017,Netherlands,Kenya,Refugees (incl. refugee-like situations),39,NLD,KEN
35173,2017,Netherlands,Kyrgyzstan,Refugees (incl. refugee-like situations),21,NLD,KGZ
35174,2017,Netherlands,Cambodia,Refugees (incl. refugee-like situations),17,NLD,KHM
35175,2017,Netherlands,Kuwait,Refugees (incl. refugee-like situations),5,NLD,KWT
35176,2017,Netherlands,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),33,NLD,LAO
35177,2017,Netherlands,Lebanon,Refugees (incl. refugee-like situations),33,NLD,LBN
35178,2017,Netherlands,Liberia,Refugees (incl. refugee-like situations),78,NLD,LBR
35179,2017,Netherlands,Libya,Refugees (incl. refugee-like situations),295,NLD,LBY
35180,2017,Netherlands,Sri Lanka,Refugees (incl. refugee-like situations),689,NLD,LKA
35181,2017,Netherlands,Morocco,Refugees (incl. refugee-like situations),44,NLD,MAR
35182,2017,Netherlands,Rep. of Moldova,Refugees (incl. refugee-like situations),0,NLD,MDA
35183,2017,Netherlands,Mexico,Refugees (incl. refugee-like situations),0,NLD,MEX
35184,2017,Netherlands,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),0,NLD,MKD
35185,2017,Netherlands,Mali,Refugees (incl. refugee-like situations),16,NLD,MLI
35186,2017,Netherlands,Myanmar,Refugees (incl. refugee-like situations),732,NLD,MMR
35187,2017,Netherlands,Montenegro,Refugees (incl. refugee-like situations),0,NLD,MNE
35188,2017,Netherlands,Mongolia,Refugees (incl. refugee-like situations),40,NLD,MNG
35189,2017,Netherlands,Mauritania,Refugees (incl. refugee-like situations),7,NLD,MRT
35190,2017,Netherlands,Malawi,Refugees (incl. refugee-like situations),0,NLD,MWI
35191,2017,Netherlands,Malaysia,Refugees (incl. refugee-like situations),7,NLD,MYS
35192,2017,Netherlands,Namibia,Refugees (incl. refugee-like situations),0,NLD,NAM
35193,2017,Netherlands,Niger,Refugees (incl. refugee-like situations),6,NLD,NER
35194,2017,Netherlands,Nigeria,Refugees (incl. refugee-like situations),303,NLD,NGA
35195,2017,Netherlands,Norway,Refugees (incl. refugee-like situations),0,NLD,NOR
35196,2017,Netherlands,Nepal,Refugees (incl. refugee-like situations),294,NLD,NPL
35197,2017,Netherlands,Pakistan,Refugees (incl. refugee-like situations),428,NLD,PAK
35198,2017,Netherlands,Panama,Refugees (incl. refugee-like situations),0,NLD,PAN
35199,2017,Netherlands,Peru,Refugees (incl. refugee-like situations),9,NLD,PER
35200,2017,Netherlands,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),48,NLD,PRK
35201,2017,Netherlands,Palestinian,Refugees (incl. refugee-like situations),168,NLD,PSE
35202,2017,Netherlands,Russian Federation,Refugees (incl. refugee-like situations),274,NLD,RUS
35203,2017,Netherlands,Rwanda,Refugees (incl. refugee-like situations),67,NLD,RWA
35204,2017,Netherlands,Saudi Arabia,Refugees (incl. refugee-like situations),13,NLD,SAU
35205,2017,Netherlands,Sudan,Refugees (incl. refugee-like situations),790,NLD,SDN
35206,2017,Netherlands,Senegal,Refugees (incl. refugee-like situations),30,NLD,SEN
35207,2017,Netherlands,Sierra Leone,Refugees (incl. refugee-like situations),516,NLD,SLE
35208,2017,Netherlands,El Salvador,Refugees (incl. refugee-like situations),0,NLD,SLV
35209,2017,Netherlands,Somalia,Refugees (incl. refugee-like situations),15478,NLD,SOM
35210,2017,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),30,NLD,SRB
35211,2017,Netherlands,Swaziland,Refugees (incl. refugee-like situations),0,NLD,SWZ
35212,2017,Netherlands,Syrian Arab Rep.,Refugees (incl. refugee-like situations),30851,NLD,SYR
35213,2017,Netherlands,Chad,Refugees (incl. refugee-like situations),5,NLD,TCD
35214,2017,Netherlands,Togo,Refugees (incl. refugee-like situations),37,NLD,TGO
35215,2017,Netherlands,Tajikistan,Refugees (incl. refugee-like situations),34,NLD,TJK
35216,2017,Netherlands,Turkmenistan,Refugees (incl. refugee-like situations),0,NLD,TKM
35217,2017,Netherlands,Trinidad and Tobago,Refugees (incl. refugee-like situations),56,NLD,TTO
35218,2017,Netherlands,Tunisia,Refugees (incl. refugee-like situations),18,NLD,TUN
35219,2017,Netherlands,Turkey,Refugees (incl. refugee-like situations),520,NLD,TUR
35220,2017,Netherlands,Tuvalu,Refugees (incl. refugee-like situations),0,NLD,TUV
35221,2017,Netherlands,United Rep. of Tanzania,Refugees (incl. refugee-like situations),6,NLD,TZA
35222,2017,Netherlands,Uganda,Refugees (incl. refugee-like situations),526,NLD,UGA
35223,2017,Netherlands,Ukraine,Refugees (incl. refugee-like situations),23,NLD,UKR
35224,2017,Netherlands,United States of America,Refugees (incl. refugee-like situations),0,NLD,USA
35225,2017,Netherlands,Uzbekistan,Refugees (incl. refugee-like situations),64,NLD,UZB
35226,2017,Netherlands,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),0,NLD,VEN
35227,2017,Netherlands,Viet Nam,Refugees (incl. refugee-like situations),0,NLD,VNM
35228,2017,Netherlands,Stateless,Refugees (incl. refugee-like situations),5423,NLD,SLS
35229,2017,Netherlands,Various/Unknown,Refugees (incl. refugee-like situations),2850,NLD,UNK
35230,2017,Netherlands,Yemen,Refugees (incl. refugee-like situations),250,NLD,YEM
35231,2017,Netherlands,South Africa,Refugees (incl. refugee-like situations),0,NLD,ZAF
35232,2017,Netherlands,Zambia,Refugees (incl. refugee-like situations),8,NLD,ZMB
35233,2017,Netherlands,Zimbabwe,Refugees (incl. refugee-like situations),36,NLD,ZWE
37306,2017,Norway,Afghanistan,Refugees (incl. refugee-like situations),6490,NOR,AFG
37307,2017,Norway,Angola,Refugees (incl. refugee-like situations),35,NOR,AGO
37308,2017,Norway,Albania,Refugees (incl. refugee-like situations),27,NOR,ALB
37309,2017,Norway,United Arab Emirates,Refugees (incl. refugee-like situations),0,NOR,ARE
37310,2017,Norway,Armenia,Refugees (incl. refugee-like situations),0,NOR,ARM
37311,2017,Norway,Azerbaijan,Refugees (incl. refugee-like situations),46,NOR,AZE
37312,2017,Norway,Burundi,Refugees (incl. refugee-like situations),74,NOR,BDI
37313,2017,Norway,Benin,Refugees (incl. refugee-like situations),0,NOR,BEN
37314,2017,Norway,Burkina Faso,Refugees (incl. refugee-like situations),5,NOR,BFA
37315,2017,Norway,Bangladesh,Refugees (incl. refugee-like situations),10,NOR,BGD
37316,2017,Norway,Bulgaria,Refugees (incl. refugee-like situations),13,NOR,BGR
37317,2017,Norway,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),7,NOR,BIH
37318,2017,Norway,Belarus,Refugees (incl. refugee-like situations),6,NOR,BLR
37319,2017,Norway,Bhutan,Refugees (incl. refugee-like situations),0,NOR,BTN
37320,2017,Norway,Central African Rep.,Refugees (incl. refugee-like situations),7,NOR,CAF
37321,2017,Norway,China,Refugees (incl. refugee-like situations),607,NOR,CHN
37322,2017,Norway,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),23,NOR,CIV
37323,2017,Norway,Cameroon,Refugees (incl. refugee-like situations),26,NOR,CMR
37324,2017,Norway,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),212,NOR,COD
37325,2017,Norway,Congo,Refugees (incl. refugee-like situations),7,NOR,COG
37326,2017,Norway,Colombia,Refugees (incl. refugee-like situations),17,NOR,COL
37327,2017,Norway,Cuba,Refugees (incl. refugee-like situations),7,NOR,CUB
37328,2017,Norway,Djibouti,Refugees (incl. refugee-like situations),0,NOR,DJI
37329,2017,Norway,Algeria,Refugees (incl. refugee-like situations),12,NOR,DZA
37330,2017,Norway,Egypt,Refugees (incl. refugee-like situations),58,NOR,EGY
37331,2017,Norway,Eritrea,Refugees (incl. refugee-like situations),15456,NOR,ERI
37332,2017,Norway,Ethiopia,Refugees (incl. refugee-like situations),2125,NOR,ETH
37333,2017,Norway,Georgia,Refugees (incl. refugee-like situations),0,NOR,GEO
37334,2017,Norway,Ghana,Refugees (incl. refugee-like situations),8,NOR,GHA
37335,2017,Norway,Guinea,Refugees (incl. refugee-like situations),54,NOR,GIN
37336,2017,Norway,Gambia,Refugees (incl. refugee-like situations),15,NOR,GMB
37337,2017,Norway,Guinea-Bissau,Refugees (incl. refugee-like situations),0,NOR,GNB
37338,2017,Norway,Equatorial Guinea,Refugees (incl. refugee-like situations),0,NOR,GNQ
37339,2017,Norway,Guatemala,Refugees (incl. refugee-like situations),7,NOR,GTM
37340,2017,Norway,Honduras,Refugees (incl. refugee-like situations),5,NOR,HND
37341,2017,Norway,Haiti,Refugees (incl. refugee-like situations),0,NOR,HTI
37342,2017,Norway,Indonesia,Refugees (incl. refugee-like situations),0,NOR,IDN
37343,2017,Norway,India,Refugees (incl. refugee-like situations),0,NOR,IND
37344,2017,Norway,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),2036,NOR,IRN
37345,2017,Norway,Iraq,Refugees (incl. refugee-like situations),2564,NOR,IRQ
37346,2017,Norway,Israel,Refugees (incl. refugee-like situations),11,NOR,ISR
37347,2017,Norway,Jordan,Refugees (incl. refugee-like situations),9,NOR,JOR
37348,2017,Norway,Kazakhstan,Refugees (incl. refugee-like situations),13,NOR,KAZ
37349,2017,Norway,Kenya,Refugees (incl. refugee-like situations),9,NOR,KEN
37350,2017,Norway,Kyrgyzstan,Refugees (incl. refugee-like situations),19,NOR,KGZ
37351,2017,Norway,Cambodia,Refugees (incl. refugee-like situations),0,NOR,KHM
37352,2017,Norway,Rep. of Korea,Refugees (incl. refugee-like situations),0,NOR,KOR
37353,2017,Norway,Kuwait,Refugees (incl. refugee-like situations),8,NOR,KWT
37354,2017,Norway,Lebanon,Refugees (incl. refugee-like situations),34,NOR,LBN
37355,2017,Norway,Liberia,Refugees (incl. refugee-like situations),16,NOR,LBR
37356,2017,Norway,Libya,Refugees (incl. refugee-like situations),62,NOR,LBY
37357,2017,Norway,Sri Lanka,Refugees (incl. refugee-like situations),218,NOR,LKA
37358,2017,Norway,Morocco,Refugees (incl. refugee-like situations),29,NOR,MAR
