,Year,Destination,Origin,Type,Value,dcode,ocode
73017,2017,Costa Rica,Ecuador,Refugees (incl. refugee-like situations),0,CRI,ECU
73018,2017,Costa Rica,Eritrea,Refugees (incl. refugee-like situations),0,CRI,ERI
73019,2017,Costa Rica,Spain,Refugees (incl. refugee-like situations),0,CRI,ESP
73020,2017,Costa Rica,Ethiopia,Refugees (incl. refugee-like situations),0,CRI,ETH
73021,2017,Costa Rica,France,Refugees (incl. refugee-like situations),0,CRI,FRA
73022,2017,Costa Rica,Georgia,Refugees (incl. refugee-like situations),0,CRI,GEO
73023,2017,Costa Rica,Ghana,Refugees (incl. refugee-like situations),0,CRI,GHA
73024,2017,Costa Rica,Guinea,Refugees (incl. refugee-like situations),0,CRI,GIN
73025,2017,Costa Rica,Gambia,Refugees (incl. refugee-like situations),0,CRI,GMB
73026,2017,Costa Rica,Guatemala,Refugees (incl. refugee-like situations),26,CRI,GTM
73027,2017,Costa Rica,Guyana,Refugees (incl. refugee-like situations),0,CRI,GUY
73028,2017,Costa Rica,Honduras,Refugees (incl. refugee-like situations),144,CRI,HND
73029,2017,Costa Rica,Haiti,Refugees (incl. refugee-like situations),12,CRI,HTI
73030,2017,Costa Rica,India,Refugees (incl. refugee-like situations),0,CRI,IND
73031,2017,Costa Rica,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),5,CRI,IRN
73032,2017,Costa Rica,Israel,Refugees (incl. refugee-like situations),0,CRI,ISR
73033,2017,Costa Rica,Italy,Refugees (incl. refugee-like situations),0,CRI,ITA
73034,2017,Costa Rica,Jamaica,Refugees (incl. refugee-like situations),0,CRI,JAM
73035,2017,Costa Rica,Lebanon,Refugees (incl. refugee-like situations),0,CRI,LBN
73036,2017,Costa Rica,Liberia,Refugees (incl. refugee-like situations),0,CRI,LBR
73037,2017,Costa Rica,Sri Lanka,Refugees (incl. refugee-like situations),0,CRI,LKA
73038,2017,Costa Rica,Mexico,Refugees (incl. refugee-like situations),6,CRI,MEX
73039,2017,Costa Rica,Niger,Refugees (incl. refugee-like situations),0,CRI,NER
73040,2017,Costa Rica,Nigeria,Refugees (incl. refugee-like situations),19,CRI,NGA
73041,2017,Costa Rica,Nicaragua,Refugees (incl. refugee-like situations),461,CRI,NIC
73042,2017,Costa Rica,Nepal,Refugees (incl. refugee-like situations),0,CRI,NPL
73043,2017,Costa Rica,Pakistan,Refugees (incl. refugee-like situations),0,CRI,PAK
73044,2017,Costa Rica,Panama,Refugees (incl. refugee-like situations),0,CRI,PAN
73045,2017,Costa Rica,Peru,Refugees (incl. refugee-like situations),15,CRI,PER
73046,2017,Costa Rica,Papua New Guinea,Refugees (incl. refugee-like situations),0,CRI,PNG
73047,2017,Costa Rica,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),0,CRI,PRK
73048,2017,Costa Rica,Palestinian,Refugees (incl. refugee-like situations),0,CRI,PSE
73049,2017,Costa Rica,Romania,Refugees (incl. refugee-like situations),0,CRI,ROU
73050,2017,Costa Rica,Russian Federation,Refugees (incl. refugee-like situations),19,CRI,RUS
73051,2017,Costa Rica,Saudi Arabia,Refugees (incl. refugee-like situations),0,CRI,SAU
73052,2017,Costa Rica,Sudan,Refugees (incl. refugee-like situations),0,CRI,SDN
73053,2017,Costa Rica,Senegal,Refugees (incl. refugee-like situations),0,CRI,SEN
73054,2017,Costa Rica,Sierra Leone,Refugees (incl. refugee-like situations),0,CRI,SLE
73055,2017,Costa Rica,El Salvador,Refugees (incl. refugee-like situations),667,CRI,SLV
73056,2017,Costa Rica,Somalia,Refugees (incl. refugee-like situations),7,CRI,SOM
73057,2017,Costa Rica,Suriname,Refugees (incl. refugee-like situations),0,CRI,SUR
73058,2017,Costa Rica,Slovenia,Refugees (incl. refugee-like situations),0,CRI,SVN
73059,2017,Costa Rica,Syrian Arab Rep.,Refugees (incl. refugee-like situations),9,CRI,SYR
73060,2017,Costa Rica,Ukraine,Refugees (incl. refugee-like situations),17,CRI,UKR
73061,2017,Costa Rica,Uruguay,Refugees (incl. refugee-like situations),0,CRI,URY
73062,2017,Costa Rica,United States of America,Refugees (incl. refugee-like situations),0,CRI,USA
73063,2017,Costa Rica,Uzbekistan,Refugees (incl. refugee-like situations),0,CRI,UZB
73064,2017,Costa Rica,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),338,CRI,VEN
73065,2017,Costa Rica,Stateless,Refugees (incl. refugee-like situations),0,CRI,SLS
73066,2017,Costa Rica,Various/Unknown,Refugees (incl. refugee-like situations),0,CRI,UNK
73067,2017,Costa Rica,Yemen,Refugees (incl. refugee-like situations),0,CRI,YEM
73068,2017,Costa Rica,Zambia,Refugees (incl. refugee-like situations),0,CRI,ZMB
73069,2017,Costa Rica,Zimbabwe,Refugees (incl. refugee-like situations),0,CRI,ZWE
74120,2017,Ecuador,Afghanistan,Refugees (incl. refugee-like situations),94,ECU,AFG
74121,2017,Ecuador,Angola,Refugees (incl. refugee-like situations),0,ECU,AGO
74122,2017,Ecuador,Albania,Refugees (incl. refugee-like situations),6,ECU,ALB
74123,2017,Ecuador,Argentina,Refugees (incl. refugee-like situations),0,ECU,ARG
74124,2017,Ecuador,Armenia,Refugees (incl. refugee-like situations),0,ECU,ARM
74125,2017,Ecuador,Azerbaijan,Refugees (incl. refugee-like situations),0,ECU,AZE
74126,2017,Ecuador,Burundi,Refugees (incl. refugee-like situations),0,ECU,BDI
74127,2017,Ecuador,Benin,Refugees (incl. refugee-like situations),0,ECU,BEN
74128,2017,Ecuador,Burkina Faso,Refugees (incl. refugee-like situations),0,ECU,BFA
74129,2017,Ecuador,Bangladesh,Refugees (incl. refugee-like situations),0,ECU,BGD
74130,2017,Ecuador,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),0,ECU,BIH
74131,2017,Ecuador,Belarus,Refugees (incl. refugee-like situations),0,ECU,BLR
74132,2017,Ecuador,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),0,ECU,BOL
74133,2017,Ecuador,Brazil,Refugees (incl. refugee-like situations),0,ECU,BRA
74134,2017,Ecuador,Canada,Refugees (incl. refugee-like situations),0,ECU,CAN
74135,2017,Ecuador,Chile,Refugees (incl. refugee-like situations),0,ECU,CHL
74136,2017,Ecuador,China,Refugees (incl. refugee-like situations),12,ECU,CHN
74137,2017,Ecuador,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),0,ECU,CIV
74138,2017,Ecuador,Cameroon,Refugees (incl. refugee-like situations),0,ECU,CMR
74139,2017,Ecuador,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),0,ECU,COD
74140,2017,Ecuador,Congo,Refugees (incl. refugee-like situations),0,ECU,COG
74141,2017,Ecuador,Colombia,Refugees (incl. refugee-like situations),46616,ECU,COL
74142,2017,Ecuador,Costa Rica,Refugees (incl. refugee-like situations),0,ECU,CRI
74143,2017,Ecuador,Cuba,Refugees (incl. refugee-like situations),212,ECU,CUB
74144,2017,Ecuador,Germany,Refugees (incl. refugee-like situations),0,ECU,DEU
74145,2017,Ecuador,Dominican Rep.,Refugees (incl. refugee-like situations),0,ECU,DOM
74146,2017,Ecuador,Egypt,Refugees (incl. refugee-like situations),0,ECU,EGY
74147,2017,Ecuador,Eritrea,Refugees (incl. refugee-like situations),11,ECU,ERI
74148,2017,Ecuador,Western Sahara,Refugees (incl. refugee-like situations),0,ECU,ESH
74149,2017,Ecuador,Spain,Refugees (incl. refugee-like situations),0,ECU,ESP
74150,2017,Ecuador,Ethiopia,Refugees (incl. refugee-like situations),0,ECU,ETH
74151,2017,Ecuador,France,Refugees (incl. refugee-like situations),0,ECU,FRA
74152,2017,Ecuador,Ghana,Refugees (incl. refugee-like situations),0,ECU,GHA
74153,2017,Ecuador,Guinea,Refugees (incl. refugee-like situations),9,ECU,GIN
74154,2017,Ecuador,Gambia,Refugees (incl. refugee-like situations),0,ECU,GMB
74155,2017,Ecuador,Guinea-Bissau,Refugees (incl. refugee-like situations),0,ECU,GNB
74156,2017,Ecuador,Guyana,Refugees (incl. refugee-like situations),0,ECU,GUY
74157,2017,Ecuador,Honduras,Refugees (incl. refugee-like situations),0,ECU,HND
74158,2017,Ecuador,Haiti,Refugees (incl. refugee-like situations),21,ECU,HTI
74159,2017,Ecuador,Indonesia,Refugees (incl. refugee-like situations),0,ECU,IDN
74160,2017,Ecuador,India,Refugees (incl. refugee-like situations),0,ECU,IND
74161,2017,Ecuador,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),23,ECU,IRN
74162,2017,Ecuador,Iraq,Refugees (incl. refugee-like situations),35,ECU,IRQ
74163,2017,Ecuador,Jamaica,Refugees (incl. refugee-like situations),0,ECU,JAM
74164,2017,Ecuador,Kyrgyzstan,Refugees (incl. refugee-like situations),0,ECU,KGZ
74165,2017,Ecuador,Cambodia,Refugees (incl. refugee-like situations),0,ECU,KHM
74166,2017,Ecuador,Lebanon,Refugees (incl. refugee-like situations),0,ECU,LBN
74167,2017,Ecuador,Liberia,Refugees (incl. refugee-like situations),0,ECU,LBR
74168,2017,Ecuador,Libya,Refugees (incl. refugee-like situations),0,ECU,LBY
74169,2017,Ecuador,Sri Lanka,Refugees (incl. refugee-like situations),14,ECU,LKA
74170,2017,Ecuador,Lithuania,Refugees (incl. refugee-like situations),0,ECU,LTU
74171,2017,Ecuador,Morocco,Refugees (incl. refugee-like situations),0,ECU,MAR
74172,2017,Ecuador,Mexico,Refugees (incl. refugee-like situations),0,ECU,MEX
74173,2017,Ecuador,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),14,ECU,MKD
74174,2017,Ecuador,Mali,Refugees (incl. refugee-like situations),0,ECU,MLI
74175,2017,Ecuador,Namibia,Refugees (incl. refugee-like situations),0,ECU,NAM
74176,2017,Ecuador,Niger,Refugees (incl. refugee-like situations),0,ECU,NER
74177,2017,Ecuador,Nigeria,Refugees (incl. refugee-like situations),23,ECU,NGA
74178,2017,Ecuador,Nicaragua,Refugees (incl. refugee-like situations),0,ECU,NIC
74179,2017,Ecuador,Nepal,Refugees (incl. refugee-like situations),0,ECU,NPL
74180,2017,Ecuador,Pakistan,Refugees (incl. refugee-like situations),25,ECU,PAK
74181,2017,Ecuador,Panama,Refugees (incl. refugee-like situations),0,ECU,PAN
74182,2017,Ecuador,Peru,Refugees (incl. refugee-like situations),80,ECU,PER
74183,2017,Ecuador,Philippines,Refugees (incl. refugee-like situations),0,ECU,PHL
74184,2017,Ecuador,Paraguay,Refugees (incl. refugee-like situations),0,ECU,PRY
74185,2017,Ecuador,Palestinian,Refugees (incl. refugee-like situations),7,ECU,PSE
74186,2017,Ecuador,Russian Federation,Refugees (incl. refugee-like situations),30,ECU,RUS
74187,2017,Ecuador,Saudi Arabia,Refugees (incl. refugee-like situations),0,ECU,SAU
74188,2017,Ecuador,Sudan,Refugees (incl. refugee-like situations),0,ECU,SDN
74189,2017,Ecuador,Sierra Leone,Refugees (incl. refugee-like situations),0,ECU,SLE
74190,2017,Ecuador,El Salvador,Refugees (incl. refugee-like situations),0,ECU,SLV
74191,2017,Ecuador,Somalia,Refugees (incl. refugee-like situations),7,ECU,SOM
74192,2017,Ecuador,Swaziland,Refugees (incl. refugee-like situations),0,ECU,SWZ
74193,2017,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),39,ECU,SYR
74194,2017,Ecuador,Togo,Refugees (incl. refugee-like situations),0,ECU,TGO
74195,2017,Ecuador,Turkmenistan,Refugees (incl. refugee-like situations),0,ECU,TKM
74196,2017,Ecuador,Trinidad and Tobago,Refugees (incl. refugee-like situations),0,ECU,TTO
74197,2017,Ecuador,Turkey,Refugees (incl. refugee-like situations),0,ECU,TUR
74198,2017,Ecuador,Uganda,Refugees (incl. refugee-like situations),0,ECU,UGA
74199,2017,Ecuador,Ukraine,Refugees (incl. refugee-like situations),0,ECU,UKR
74200,2017,Ecuador,Uruguay,Refugees (incl. refugee-like situations),0,ECU,URY
74201,2017,Ecuador,United States of America,Refugees (incl. refugee-like situations),6,ECU,USA
74202,2017,Ecuador,Uzbekistan,Refugees (incl. refugee-like situations),0,ECU,UZB
74203,2017,Ecuador,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5,ECU,VEN
74204,2017,Ecuador,Viet Nam,Refugees (incl. refugee-like situations),0,ECU,VNM
74205,2017,Ecuador,Stateless,Refugees (incl. refugee-like situations),0,ECU,SLS
74206,2017,Ecuador,Various/Unknown,Refugees (incl. refugee-like situations),45026,ECU,UNK
74207,2017,Ecuador,Yemen,Refugees (incl. refugee-like situations),0,ECU,YEM
74208,2017,Ecuador,South Africa,Refugees (incl. refugee-like situations),0,ECU,ZAF
74209,2017,Ecuador,Zimbabwe,Refugees (incl. refugee-like situations),5,ECU,ZWE
74512,2017,Guatemala,Belize,Refugees (incl. refugee-like situations),0,GTM,BLZ
74513,2017,Guatemala,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),0,GTM,BOL
74514,2017,Guatemala,Canada,Refugees (incl. refugee-like situations),0,GTM,CAN
74515,2017,Guatemala,Colombia,Refugees (incl. refugee-like situations),8,GTM,COL
74516,2017,Guatemala,Cuba,Refugees (incl. refugee-like situations),0,GTM,CUB
74517,2017,Guatemala,Honduras,Refugees (incl. refugee-like situations),36,GTM,HND
74518,2017,Guatemala,Jamaica,Refugees (incl. refugee-like situations),0,GTM,JAM
74519,2017,Guatemala,Jordan,Refugees (incl. refugee-like situations),0,GTM,JOR
74520,2017,Guatemala,Mexico,Refugees (incl. refugee-like situations),0,GTM,MEX
74521,2017,Guatemala,Nicaragua,Refugees (incl. refugee-like situations),100,GTM,NIC
74522,2017,Guatemala,Palestinian,Refugees (incl. refugee-like situations),0,GTM,PSE
74523,2017,Guatemala,El Salvador,Refugees (incl. refugee-like situations),206,GTM,SLV
74524,2017,Guatemala,Syrian Arab Rep.,Refugees (incl. refugee-like situations),0,GTM,SYR
74525,2017,Guatemala,Ukraine,Refugees (incl. refugee-like situations),0,GTM,UKR
74526,2017,Guatemala,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),10,GTM,VEN
74527,2017,Guatemala,Various/Unknown,Refugees (incl. refugee-like situations),0,GTM,UNK
74545,2017,Guyana,Angola,Refugees (incl. refugee-like situations),0,GUY,AGO
74546,2017,Guyana,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),7,GUY,COD
74547,2017,Guyana,Cuba,Refugees (incl. refugee-like situations),0,GUY,CUB
74548,2017,Guyana,Pakistan,Refugees (incl. refugee-like situations),0,GUY,PAK
74549,2017,Guyana,Rwanda,Refugees (incl. refugee-like situations),0,GUY,RWA
74693,2017,Honduras,Colombia,Refugees (incl. refugee-like situations),0,HND,COL
74694,2017,Honduras,Honduras,Refugees (incl. refugee-like situations),0,HND,HND
74695,2017,Honduras,Haiti,Refugees (incl. refugee-like situations),0,HND,HTI
74696,2017,Honduras,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),0,HND,IRN
74697,2017,Honduras,Nicaragua,Refugees (incl. refugee-like situations),6,HND,NIC
74698,2017,Honduras,El Salvador,Refugees (incl. refugee-like situations),11,HND,SLV
74699,2017,Honduras,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),0,HND,VEN
74951,2017,Nicaragua,Azerbaijan,Refugees (incl. refugee-like situations),0,NIC,AZE
74952,2017,Nicaragua,Central African Rep.,Refugees (incl. refugee-like situations),0,NIC,CAF
74953,2017,Nicaragua,Colombia,Refugees (incl. refugee-like situations),6,NIC,COL
74954,2017,Nicaragua,Costa Rica,Refugees (incl. refugee-like situations),0,NIC,CRI
74955,2017,Nicaragua,Cuba,Refugees (incl. refugee-like situations),15,NIC,CUB
74956,2017,Nicaragua,Dominican Rep.,Refugees (incl. refugee-like situations),0,NIC,DOM
74957,2017,Nicaragua,Guatemala,Refugees (incl. refugee-like situations),10,NIC,GTM
74958,2017,Nicaragua,Honduras,Refugees (incl. refugee-like situations),74,NIC,HND
74959,2017,Nicaragua,Peru,Refugees (incl. refugee-like situations),0,NIC,PER
74960,2017,Nicaragua,Russian Federation,Refugees (incl. refugee-like situations),0,NIC,RUS
74961,2017,Nicaragua,El Salvador,Refugees (incl. refugee-like situations),217,NIC,SLV
74962,2017,Nicaragua,Uruguay,Refugees (incl. refugee-like situations),0,NIC,URY
75658,2017,Panama,Afghanistan,Refugees (incl. refugee-like situations),0,PAN,AFG
75659,2017,Panama,Angola,Refugees (incl. refugee-like situations),0,PAN,AGO
75660,2017,Panama,Argentina,Refugees (incl. refugee-like situations),0,PAN,ARG
75661,2017,Panama,Armenia,Refugees (incl. refugee-like situations),0,PAN,ARM
75662,2017,Panama,Austria,Refugees (incl. refugee-like situations),0,PAN,AUT
75663,2017,Panama,Burkina Faso,Refugees (incl. refugee-like situations),0,PAN,BFA
75664,2017,Panama,Bangladesh,Refugees (incl. refugee-like situations),0,PAN,BGD
75665,2017,Panama,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),0,PAN,BIH
75666,2017,Panama,Belarus,Refugees (incl. refugee-like situations),7,PAN,BLR
75667,2017,Panama,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),0,PAN,BOL
75668,2017,Panama,Brazil,Refugees (incl. refugee-like situations),0,PAN,BRA
75669,2017,Panama,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),0,PAN,CIV
75670,2017,Panama,Cameroon,Refugees (incl. refugee-like situations),8,PAN,CMR
75671,2017,Panama,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),5,PAN,COD
75672,2017,Panama,Congo,Refugees (incl. refugee-like situations),0,PAN,COG
75673,2017,Panama,Colombia,Refugees (incl. refugee-like situations),1660,PAN,COL
75674,2017,Panama,Costa Rica,Refugees (incl. refugee-like situations),0,PAN,CRI
75675,2017,Panama,Cuba,Refugees (incl. refugee-like situations),120,PAN,CUB
75676,2017,Panama,Dominican Rep.,Refugees (incl. refugee-like situations),0,PAN,DOM
75677,2017,Panama,Ecuador,Refugees (incl. refugee-like situations),0,PAN,ECU
75678,2017,Panama,Eritrea,Refugees (incl. refugee-like situations),0,PAN,ERI
75679,2017,Panama,Ethiopia,Refugees (incl. refugee-like situations),0,PAN,ETH
75680,2017,Panama,Ghana,Refugees (incl. refugee-like situations),0,PAN,GHA
75681,2017,Panama,Guatemala,Refugees (incl. refugee-like situations),12,PAN,GTM
75682,2017,Panama,Honduras,Refugees (incl. refugee-like situations),0,PAN,HND
75683,2017,Panama,Croatia,Refugees (incl. refugee-like situations),0,PAN,HRV
75684,2017,Panama,Haiti,Refugees (incl. refugee-like situations),19,PAN,HTI
75685,2017,Panama,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),0,PAN,IRN
75686,2017,Panama,Italy,Refugees (incl. refugee-like situations),0,PAN,ITA
75687,2017,Panama,Jamaica,Refugees (incl. refugee-like situations),0,PAN,JAM
75688,2017,Panama,Kenya,Refugees (incl. refugee-like situations),0,PAN,KEN
75689,2017,Panama,Saint Kitts and Nevis,Refugees (incl. refugee-like situations),0,PAN,KNA
75690,2017,Panama,Liberia,Refugees (incl. refugee-like situations),0,PAN,LBR
75691,2017,Panama,Sri Lanka,Refugees (incl. refugee-like situations),0,PAN,LKA
75692,2017,Panama,Lithuania,Refugees (incl. refugee-like situations),0,PAN,LTU
75693,2017,Panama,Madagascar,Refugees (incl. refugee-like situations),0,PAN,MDG
75694,2017,Panama,Mexico,Refugees (incl. refugee-like situations),0,PAN,MEX
75695,2017,Panama,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),0,PAN,MKD
75696,2017,Panama,Namibia,Refugees (incl. refugee-like situations),0,PAN,NAM
75697,2017,Panama,Nigeria,Refugees (incl. refugee-like situations),10,PAN,NGA
75698,2017,Panama,Nicaragua,Refugees (incl. refugee-like situations),173,PAN,NIC
75699,2017,Panama,Nepal,Refugees (incl. refugee-like situations),0,PAN,NPL
75700,2017,Panama,Pakistan,Refugees (incl. refugee-like situations),0,PAN,PAK
75701,2017,Panama,Peru,Refugees (incl. refugee-like situations),23,PAN,PER
75702,2017,Panama,Palestinian,Refugees (incl. refugee-like situations),0,PAN,PSE
75703,2017,Panama,Romania,Refugees (incl. refugee-like situations),0,PAN,ROU
75704,2017,Panama,Russian Federation,Refugees (incl. refugee-like situations),0,PAN,RUS
75705,2017,Panama,Rwanda,Refugees (incl. refugee-like situations),0,PAN,RWA
75706,2017,Panama,Sudan,Refugees (incl. refugee-like situations),0,PAN,SDN
75707,2017,Panama,Sierra Leone,Refugees (incl. refugee-like situations),0,PAN,SLE
75708,2017,Panama,El Salvador,Refugees (incl. refugee-like situations),302,PAN,SLV
75709,2017,Panama,Somalia,Refugees (incl. refugee-like situations),0,PAN,SOM
75710,2017,Panama,Syrian Arab Rep.,Refugees (incl. refugee-like situations),0,PAN,SYR
75711,2017,Panama,Chad,Refugees (incl. refugee-like situations),0,PAN,TCD
75712,2017,Panama,Turkey,Refugees (incl. refugee-like situations),0,PAN,TUR
75713,2017,Panama,United Rep. of Tanzania,Refugees (incl. refugee-like situations),0,PAN,TZA
75714,2017,Panama,Ukraine,Refugees (incl. refugee-like situations),0,PAN,UKR
75715,2017,Panama,Uruguay,Refugees (incl. refugee-like situations),0,PAN,URY
75716,2017,Panama,United States of America,Refugees (incl. refugee-like situations),0,PAN,USA
75717,2017,Panama,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),33,PAN,VEN
75718,2017,Panama,Stateless,Refugees (incl. refugee-like situations),0,PAN,SLS
75719,2017,Panama,Zimbabwe,Refugees (incl. refugee-like situations),0,PAN,ZWE
75834,2017,El Salvador,China,Refugees (incl. refugee-like situations),0,SLV,CHN
75835,2017,El Salvador,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),0,SLV,COD
75836,2017,El Salvador,Colombia,Refugees (incl. refugee-like situations),0,SLV,COL
75837,2017,El Salvador,Algeria,Refugees (incl. refugee-like situations),0,SLV,DZA
75838,2017,El Salvador,Guatemala,Refugees (incl. refugee-like situations),0,SLV,GTM
75839,2017,El Salvador,Honduras,Refugees (incl. refugee-like situations),14,SLV,HND
75840,2017,El Salvador,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),0,SLV,IRN
75841,2017,El Salvador,Iraq,Refugees (incl. refugee-like situations),5,SLV,IRQ
75842,2017,El Salvador,Mexico,Refugees (incl. refugee-like situations),0,SLV,MEX
75843,2017,El Salvador,Nicaragua,Refugees (incl. refugee-like situations),6,SLV,NIC
75844,2017,El Salvador,Peru,Refugees (incl. refugee-like situations),0,SLV,PER
75845,2017,El Salvador,El Salvador,Refugees (incl. refugee-like situations),0,SLV,SLV
75846,2017,El Salvador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5,SLV,SYR
75889,2017,Bahrain,Egypt,Refugees (incl. refugee-like situations),0,BHR,EGY
75890,2017,Bahrain,Iraq,Refugees (incl. refugee-like situations),246,BHR,IRQ
75891,2017,Bahrain,Jordan,Refugees (incl. refugee-like situations),0,BHR,JOR
75892,2017,Bahrain,Lebanon,Refugees (incl. refugee-like situations),0,BHR,LBN
75893,2017,Bahrain,Pakistan,Refugees (incl. refugee-like situations),0,BHR,PAK
75894,2017,Bahrain,Somalia,Refugees (incl. refugee-like situations),0,BHR,SOM
75895,2017,Bahrain,Yemen,Refugees (incl. refugee-like situations),9,BHR,YEM
76225,2017,Cuba,Afghanistan,Refugees (incl. refugee-like situations),45,CUB,AFG
76226,2017,Cuba,Cuba,Refugees (incl. refugee-like situations),0,CUB,CUB
76227,2017,Cuba,Eritrea,Refugees (incl. refugee-like situations),20,CUB,ERI
76228,2017,Cuba,Western Sahara,Refugees (incl. refugee-like situations),176,CUB,ESH
76229,2017,Cuba,Ethiopia,Refugees (incl. refugee-like situations),5,CUB,ETH
76230,2017,Cuba,Haiti,Refugees (incl. refugee-like situations),0,CUB,HTI
76231,2017,Cuba,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),26,CUB,IRN
76232,2017,Cuba,Iraq,Refugees (incl. refugee-like situations),0,CUB,IRQ
76233,2017,Cuba,Palestinian,Refugees (incl. refugee-like situations),6,CUB,PSE
76234,2017,Cuba,Syrian Arab Rep.,Refugees (incl. refugee-like situations),43,CUB,SYR
76235,2017,Cuba,Yemen,Refugees (incl. refugee-like situations),17,CUB,YEM
76463,2017,Saudi Arabia,Afghanistan,Refugees (incl. refugee-like situations),0,SAU,AFG
76464,2017,Saudi Arabia,China,Refugees (incl. refugee-like situations),14,SAU,CHN
76465,2017,Saudi Arabia,Egypt,Refugees (incl. refugee-like situations),0,SAU,EGY
76466,2017,Saudi Arabia,Eritrea,Refugees (incl. refugee-like situations),32,SAU,ERI
76467,2017,Saudi Arabia,Iraq,Refugees (incl. refugee-like situations),32,SAU,IRQ
76468,2017,Saudi Arabia,Liberia,Refugees (incl. refugee-like situations),7,SAU,LBR
76469,2017,Saudi Arabia,Palestinian,Refugees (incl. refugee-like situations),9,SAU,PSE
76470,2017,Saudi Arabia,Russian Federation,Refugees (incl. refugee-like situations),0,SAU,RUS
76471,2017,Saudi Arabia,Sudan,Refugees (incl. refugee-like situations),0,SAU,SDN
76472,2017,Saudi Arabia,Somalia,Refugees (incl. refugee-like situations),16,SAU,SOM
76473,2017,Saudi Arabia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14,SAU,SYR
76474,2017,Saudi Arabia,Chad,Refugees (incl. refugee-like situations),9,SAU,TCD
76475,2017,Saudi Arabia,Tunisia,Refugees (incl. refugee-like situations),6,SAU,TUN
76476,2017,Saudi Arabia,Turkey,Refugees (incl. refugee-like situations),0,SAU,TUR
76477,2017,Saudi Arabia,Uzbekistan,Refugees (incl. refugee-like situations),0,SAU,UZB
76478,2017,Saudi Arabia,Stateless,Refugees (incl. refugee-like situations),0,SAU,SLS
76479,2017,Saudi Arabia,Yemen,Refugees (incl. refugee-like situations),9,SAU,YEM
76781,2017,Mozambique,Angola,Refugees (incl. refugee-like situations),0,MOZ,AGO
76782,2017,Mozambique,Burundi,Refugees (incl. refugee-like situations),982,MOZ,BDI
76783,2017,Mozambique,Central African Rep.,Refugees (incl. refugee-like situations),0,MOZ,CAF
76784,2017,Mozambique,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),0,MOZ,CIV
76785,2017,Mozambique,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),2940,MOZ,COD
76786,2017,Mozambique,Congo,Refugees (incl. refugee-like situations),12,MOZ,COG
76787,2017,Mozambique,Colombia,Refugees (incl. refugee-like situations),0,MOZ,COL
76788,2017,Mozambique,Cuba,Refugees (incl. refugee-like situations),0,MOZ,CUB
76789,2017,Mozambique,Eritrea,Refugees (incl. refugee-like situations),0,MOZ,ERI
76790,2017,Mozambique,Ethiopia,Refugees (incl. refugee-like situations),0,MOZ,ETH
76791,2017,Mozambique,Guinea,Refugees (incl. refugee-like situations),0,MOZ,GIN
76792,2017,Mozambique,Kenya,Refugees (incl. refugee-like situations),0,MOZ,KEN
76793,2017,Mozambique,Mozambique,Refugees (incl. refugee-like situations),0,MOZ,MOZ
76794,2017,Mozambique,Mauritania,Refugees (incl. refugee-like situations),0,MOZ,MRT
76795,2017,Mozambique,Rwanda,Refugees (incl. refugee-like situations),766,MOZ,RWA
76796,2017,Mozambique,Sudan,Refugees (incl. refugee-like situations),0,MOZ,SDN
76797,2017,Mozambique,Sierra Leone,Refugees (incl. refugee-like situations),0,MOZ,SLE
76798,2017,Mozambique,Somalia,Refugees (incl. refugee-like situations),159,MOZ,SOM
76799,2017,Mozambique,South Sudan,Refugees (incl. refugee-like situations),0,MOZ,SSD
76800,2017,Mozambique,Uganda,Refugees (incl. refugee-like situations),7,MOZ,UGA
77291,2017,Philippines,Afghanistan,Refugees (incl. refugee-like situations),13,PHL,AFG
